"ENROLLMENT ID","ENROLLMENT STATE","PROVIDER TYPE CODE","PROVIDER TYPE TEXT","NPI","MULTIPLE NPI FLAG","CCN","ASSOCIATE ID","ORGANIZATION NAME","DOING BUSINESS AS NAME","INCORPORATION DATE","INCORPORATION STATE","ORGANIZATION TYPE STRUCTURE","ORGANIZATION OTHER TYPE TEXT","PROPRIETARY_NONPROFIT","ADDRESS LINE 1","ADDRESS LINE 2","CITY","STATE","ZIP CODE","TELEPHONE NUMBER"
O20230808002358,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1891207684,N,A01813,3476813460,COMMUNITY HEALTH CENTERS OF AMERICA,,05/25/2016,CA,CORPORATION,,N,6608 MERCY CT,,FAIR OAKS,CA,956283170,9162778881
O20230809001921,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1144937350,N,A01195,0840628855,SAINT YOUSTINA,,12/09/2015,CA,CORPORATION,,N,2200 HARBOR BLVD,STE B240,COSTA MESA,CA,926275875,8007559771
O20230811001099,GA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1700584505,N,851967,7911811922,"ALBANY AREA PRIMARY HEALTH CARE, INC",,11/29/1979,GA,CORPORATION,,N,123 LEARNING LN,,AMERICUS,GA,317198171,2294939670
O20230811002558,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1023799806,N,A01187,5991727802,UNITED HEALTH CENTERS OF THE SAN JOAQUIN VALLEY,,01/15/1971,CA,CORPORATION,,N,2630 TUOLUMNE ST,,FRESNO,CA,937211227,8004924227
O20230811003270,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1174693493,N,A01182,7719929082,"THE WECARE GROUP, INC",WECARE AT SCOTIA BLUFFS,05/13/1977,CA,CORPORATION,,N,115 MAIN STREET,,SCOTIA,CA,955650007,7077645617
O20230814000289,LA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1720707839,N,191134,3678484276,ACCESS HEALTH LOUISIANA,POLLOCK ELEMENTARY SBHC,03/01/2002,LA,CORPORATION,,N,4001 HIGHWAY 8,,POLLOCK,LA,714673580,5045753712
O20230814001614,IN,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1023668183,N,151199,7618950965,BOWEN HEALTH INC,BOWEN CENTER - AUBURN,,,CORPORATION,,N,923 CARDINAL CT,,AUBURN,IN,467062678,5743853136
O20230814001914,IN,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1023668183,N,151800,7618950965,BOWEN HEALTH INC,BOWEN CENTER - SYRACUSE,,,CORPORATION,,N,901 S HUNTINGTON ST,,SYRACUSE,IN,465671923,5743853144
O20230814003818,MO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1821797390,N,261944,8123918257,OZARK TRI-COUNTY HEALTH CARE CONSORTIUM,ACCESS FAMILY CARE,06/19/1996,MO,CORPORATION,,N,14646 KODIAK RD,,NEOSHO,MO,648506112,4177826200
O20230814004060,LA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1942985437,N,191135,7911961115,"JEFFERSON COMMUNITY HEALTH CARE CENTERS, INC",INCLUSIVCARE-EMMETT GILBERT ELEMENTARY,01/13/2004,LA,OTHER,501 (C) 3,N,435 S JAMIE BLVD,,WESTWEGO,LA,700942860,5043414006
O20230815003189,LA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1215612742,N,191136,7911961115,"JEFFERSON COMMUNITY HEALTH CARE CENTERS, INC",INCLUSIVCARE,01/13/2004,LA,OTHER,501 (C) 3,N,1429 AMES BLVD,,MARRERO,LA,700722867,5043414006
O20230815003628,LA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1609595818,N,191132,3678484276,ACCESS HEALTH LOUISIANA,TIOGA JR HIGH SBHC,03/01/2002,LA,OTHER,FQHC,N,1150 TIOGA RD,,BALL,LA,714053978,5045753712
O20230816001211,MO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1134828676,N,261938,8123918257,OZARK TRI-COUNTY HEALTH CARE CONSORTIUM,ACCESS FAMILY CARE,06/19/1996,MO,CORPORATION,,N,1111 WORNALL ST,,NEOSHO,MO,648502618,4177826200
O20230816001912,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1578240503,N,691187,4183521925,"COLLIER HEALTH SERVICES, INC",HEALTHCARE NETWORK,05/17/1977,FL,CORPORATION,,N,7795 DAVIS BLVD,STE 206,NAPLES,FL,341045373,2396583000
O20230816003675,GA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1962189449,N,851924,7719974831,"GEORGIA MOUNTAINS HEALTH SERVICES, INC.",,10/28/1985,GA,CORPORATION,,N,153 SCHOOL DR,,DAHLONEGA,GA,305330313,7069733215
O20230816004341,NC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1154031631,N,861853,3173434479,"GOSHEN MEDICAL CENTER, INCORPORATED",GOSHEN MEDICAL CENTER - HAMPSTEAD MOBILE UNIT,05/29/1979,NC,CORPORATION,,N,261 SLOOP POINT LOOP RD,,HAMPSTEAD,NC,284432618,9102852330
O20230817001746,ID,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1326542705,N,131032,4082527353,COMMUNITY HEALTH CLINICS INC,TERRY REILLY HEALTH SERVICES,09/07/1973,ID,CORPORATION,,N,524 CLEVELAND BLVD,STE 180,CALDWELL,ID,836054076,2089120892
O20230817001898,OK,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1740967785,N,371016,9133201171,GREAT SALT PLAINS HEALTH CENTER INC,,06/01/2023,OK,CORPORATION,,N,5320 W CHESTNUT AVE,,ENID,OK,737033563,5805962800
O20230817002278,MO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1326747858,N,261939,8123918257,OZARK TRI-COUNTY HEALTH CARE CONSORTIUM,ACCESS FAMILY CARE,06/19/1996,MO,CORPORATION,,N,1400 HALE MCGINTY DR,,NEOSHO,MO,648507609,4177826200
O20230817003152,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1902547789,N,A01183,6305756339,FAMILY HEALTHCARE NETWORK,,06/29/1978,CA,CORPORATION,,N,1344 W CLINTON AVE,,FRESNO,CA,937053805,5597374700
O20230817003770,MO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1699474122,N,261942,8123918257,OZARK TRI-COUNTY HEALTH CARE CONSORTIUM,ACCESS FAMILY CARE,06/19/1996,MO,CORPORATION,,N,12350 NORWAY RD,,NEOSHO,MO,648506632,4177826200
O20230817003931,NC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1427342948,N,B61000,0143206599,MOUNTAIN AREA HEALTH EDUCATION CENTER INC,A.C. REYNOLDS MIDDLE SCHOOL,06/01/2023,NC,OTHER,NON-PROFIT CORPORATION,N,2 ROCKET DR,,ASHEVILLE,NC,288039100,8283987484
O20230817004070,NC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1295390409,N,861182,0143206599,MOUNTAIN AREA HEALTH EDUCATION CENTER INC,WEST MARION ELEMENTARY SCHOOL,06/16/2023,NC,OTHER,NON-PROFIT CORPORATION,N,820 MARLER RD,,MARION,NC,287529693,8287383353
O20230818001177,TX,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1689304420,N,671103,5395802151,CENTRAL TEXAS COMMUNITY HEALTH CENTERS,COMMUNITYCARE,11/25/2003,TX,OTHER,"NON PROFIT, TAX EXEMPT 501C(3)",N,314 CHICON ST,,AUSTIN,TX,787024446,5129788650
O20230818002876,NC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1295390409,N,861185,0143206599,MOUNTAIN AREA HEALTH EDUCATION CENTER INC,EAST MCDOWELL MIDDLE SCHOOL,06/01/2023,NC,OTHER,NON-PROFIT CORPORATION,N,676 STATE ST,,MARION,NC,287524033,8286527711
O20230818003113,NC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1295390409,N,861192,0143206599,MOUNTAIN AREA HEALTH EDUCATION CENTER INC,WEAVERVILLE ELEMENTARY SCHOOL,06/01/2023,NC,OTHER,NON-PROFIT CORPORATION,N,129 S MAIN ST,,WEAVERVILLE,NC,287879207,8286453127
O20230818003224,NC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1295390409,N,861193,0143206599,MOUNTAIN AREA HEALTH EDUCATION CENTER INC,NEBO ELEMENTARY SCHOOL,06/01/2023,NC,OTHER,NON-PROFIT CORPORATION,N,254 NEBO SCHOOL RD,,NEBO,NC,287616847,8286524737
O20230821000318,LA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1558945931,N,191142,2062300858,PRIMARY HEALTH SERVICES CENTER,,08/04/2022,LA,CORPORATION,,N,1600 ARIZONA AVE,,MONROE,LA,712023602,3183881250
O20230821001333,WV,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1679269807,N,581023,9436152493,WESTERN MARYLAND HEALTH CARE CORPORATION,MOUNTAIN LAUREL MEDICAL CENTER,08/07/1972,MD,CORPORATION,,N,198 MORGANTOWN ST,STE 2,BRUCETON MILLS,WV,265255003,3043797600
O20230821001723,OH,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1912689076,N,D21010,9436139987,HEALTH PARTNERS OF WESTERN OHIO,WHITMER HEALTH CENTER,12/18/2002,OH,CORPORATION,,N,5601 CLEGG DR,,TOLEDO,OH,436132022,5673894796
O20230821002739,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1891207684,N,A01194,3476813460,COMMUNITY HEALTH CENTERS OF AMERICA,,05/25/2016,CA,CORPORATION,,N,2928 EASTERN AVE,,SACRAMENTO,CA,958214210,9168948212
O20230822000304,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1992486484,Y,571193,9234048588,THE INSTITUTE FOR FAMILY HEALTH,,,,CORPORATION,,N,140 PINE ST,,KINGSTON,NY,124014948,8444342778
O20230822002564,MI,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1609585991,N,C71003,3577560846,STERLING AREA HEALTH CENTER,STERLING AREA HEALTH CENTER WALK-IN CLINIC,03/02/2023,MI,CORPORATION,,N,1064 W CEDAR ST,,STANDISH,MI,486589421,9895243780
O20230823000536,NM,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1780390906,N,321001,6305745191,LA CLINICA DE FAMILIA INCORPORATED,LYNN MIDDLE SCHOOL - SCHOOL BASE HEALTH CENTER,10/12/1978,NM,CORPORATION,,N,950 S WALNUT ST,,LAS CRUCES,NM,880013956,5755261105
O20230823001415,OH,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1093307654,N,D21011,9638440241,CROSSROADS HEALTH,,07/01/2019,OH,CORPORATION,,N,9220 MENTOR AVE,,MENTOR,OH,440606412,4403549924
O20230823001906,GA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1598449829,N,851950,3274442850,MEDLINK GEORGIA INC,MEDLINK ATHENS,02/29/1980,GA,CORPORATION,,N,2000 PRINCE AVE,,ATHENS,GA,30606,7065213113
O20230823002912,CO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1710661194,N,061051,3173413101,MOUNTAIN FAMILY HEALTH CENTERS,"MOUNTAIN FAMILY HEALTH CENTERS, GYPSUM",08/08/1977,CO,CORPORATION,,N,410 MCGREGOR DR,,GYPSUM,CO,81637,9709452840
O20230823003902,KS,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1952082687,N,171020,9739447921,TURNER HOUSE CLINIC INC,VIBRANT HEALTH - SUMNER ACADEMY,08/06/1994,KS,CORPORATION,,N,1610 N 8TH ST,,KANSAS CITY,KS,661012060,9133422552
O20230824001754,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1366168049,N,A01192,5991727802,UNITED HEALTH CENTERS OF THE SAN JOAQUIN VALLEY,,01/15/1971,CA,CORPORATION,,N,1122 S ST,,FRESNO,CA,937211430,8004924227
O20230824002290,LA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1730809138,N,191137,3678484276,ACCESS HEALTH LOUISIANA,GLENMORA HIGH SBHC,03/01/2002,LA,OTHER,FQHC,N,1518 7TH AVE,,GLENMORA,LA,714334027,5045753712
O20230824003338,IN,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1881383420,N,151197,4486562659,RAPHAEL HEALTH CENTER INC,,10/18/1994,IN,CORPORATION,,P,711 E WASHINGTON ST,,INDIANAPOLIS,IN,462023915,3172264248
O20230824003763,ID,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1841490075,N,131033,6709986797,FULL CIRCLE HEALTH INC,FULL CIRCLE HEALTH,,,CORPORATION,,N,315 E ELM ST,STE 201,CALDWELL,ID,836054857,2085142528
O20230825000622,IN,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1881392058,N,151878,1850497173,CENTERSTONE HEALTH SERVICES INC,,01/06/1972,IN,CORPORATION,,N,831 DILLON DR,STE A,RICHMOND,IN,473748048,7652007900
O20230828001763,LA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1447979810,N,191138,3678484276,ACCESS HEALTH LOUISIANA,NORTHWOOD DBHC,03/01/2002,LA,OTHER,FQHC,N,8830 HIGHWAY 1 N,,LENA,LA,714479681,5045753712
O20230828002123,LA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1003535121,N,191139,3678484276,ACCESS HEALTH LOUISIANA,BUCKEYE HIGH SBHC,03/01/2002,LA,OTHER,FQHC,N,715 HIGHWAY 1207,,DEVILLE,LA,713288505,5045753712
O20230828002469,LA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1285353490,N,191140,3678484276,ACCESS HEALTH LOUISIANA,AVOYELLES HIGH SBHC,03/01/2002,LA,OTHER,FQHC,N,287 MAIN ST,,MOREAUVILLE,LA,713552500,5045753712
O20230828004122,LA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1780382531,N,191141,2769611300,"BAPTIST COMMUNITY HEALTH SERVICES, INC.",,,,CORPORATION,,N,3820 SAINT CLAUDE AVE,,NEW ORLEANS,LA,701175736,5045334999
O20230829000918,NV,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1013691427,N,291008,8628297645,HOPE CHRISTIAN HEALTH CENTER CORP,HOPE CHRISTIAN HEALTH CENTER,06/28/2013,NV,CORPORATION,,N,1581 N MAIN ST,,LAS VEGAS,NV,891011020,7022295160
O20230829002858,NC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1285337048,N,B61003,3173434479,"GOSHEN MEDICAL CENTER, INCORPORATED",,05/29/1979,NC,CORPORATION,,N,103 COTTON CREEK RD,,STAR,NC,273567954,9102264970
O20230829003652,IN,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1770267486,N,C51010,3779471750,SHALOM HEALTH CARE CENTER INC,,07/01/2023,IN,CORPORATION,,N,9240 N MERIDIAN ST,STE 180,INDIANAPOLIS,IN,462602065,3172917422
O20230830001809,IL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1013620160,N,C41004,1658285671,SHAWNEE HEALTH SERVICE AND DEVELOPMENT CORP,ADAMS SCHOOL HEALTH CENTER,05/02/1972,IL,CORPORATION,,N,15470 LAKE OF EGYPT RD,CONFERENCE RM,CREAL SPRINGS,IL,629223731,6189569690
O20230830002471,IN,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1780634964,N,151879,7214840933,HEALTHNET INC,HEALTHNET SPEEDWAY HEALTH AND DENTAL CENTER,12/20/1983,IN,CORPORATION,,N,6020 CRAWFORDSVILLE RD,STE 102,INDIANAPOLIS,IN,462243710,3179572550
O20230830002662,KY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1164105276,N,B01094,7618875873,MOUNTAIN COMPREHENSIVE HEALTH CORPORATION,KNOTT COUNTY DENTAL CLINIC,03/14/1972,KY,CORPORATION,,N,1970 HIGHWAY 160 S,,HINDMAN,KY,418229045,6067850259
O20230830003453,MA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1225742174,N,221005,8729074992,"COMMUNITY HEALTH CONNECTIONS, INC",SOUTH GARDNER COMMUNITY HEALTH CENTER AND URGENT CARE,05/15/2023,MA,CORPORATION,,N,529 TIMPANY BLVD,,GARDNER,MA,014403451,9788788100
O20230830003534,MO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1982303434,N,261943,8123918257,OZARK TRI-COUNTY HEALTH CARE CONSORTIUM,ACCESS FAMILY CARE,06/19/1996,MO,CORPORATION,,N,302 SMITH AVE,,NEOSHO,MO,648501237,4177826200
O20230830003961,IN,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1023668183,N,C51000,7618950965,BOWEN HEALTH INC,BOWEN CENTER-ANGOLA,,,CORPORATION,,N,200 HOOSIER DR,,ANGOLA,IN,467039345,5743853135
O20230831001172,TX,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1376584789,N,671099,3870502339,TRIANGLE AREA NETWORK INC,,06/15/1987,TX,CORPORATION,,N,2355 INTERSTATE 10 E,,BEAUMONT,TX,777021320,4098323377
O20230831002549,LA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1326726563,N,191144,4880981158,HIV-AIDS ALLIANCE FOR REGION TWO,OPEN HEALTH CARE CLINIC,,,CORPORATION,,N,9516 AIRLINE HWY,,BATON ROUGE,LA,708155501,2256556422
O20230901001745,ME,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1295020691,N,201027,3577592880,"EASTPORT HEALTH CARE, INC",EHC MACHIAS,01/01/1990,ME,CORPORATION,,N,160 DUBLIN ST,,MACHIAS,ME,046543409,2072558290
O20230901002202,LA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1730828419,N,191149,8527163211,ST. THOMAS COMMUNITY HEALTH CENTER INC,,04/20/2006,LA,CORPORATION,,N,2000 MAGAZINE ST,,NEW ORLEANS,LA,701305018,5045295888
O20230901002640,TX,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1093491243,N,671106,1254367766,LONGVIEW WELLNESS CENTER INC,,08/29/1997,TX,OTHER,NON-PROFIT ORGANIZATION,N,425 N FREDONIA ST,,LONGVIEW,TX,756016464,9037582610
O20230905000181,TX,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1619664448,N,671121,7911969092,"LEGACY COMMUNITY HEALTH SERVICES, INC",N/A,01/25/1982,TX,CORPORATION,,N,441 LITTLE YORK RD,,HOUSTON,TX,770761124,8325485000
O20230905001517,OH,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1710501341,N,D21012,0648694596,OVP HEALTH CARE INC,OVP HEALTH CARE INC,,,CORPORATION,,N,8991 OHIO RIVER RD,,WHEELERSBURG,OH,456941923,7407167086
O20230905002132,OH,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1063190510,N,D21013,0648694596,OVP HEALTH CARE INC,OVP HEALTH CARE INC,,,CORPORATION,,N,6276 COUNTY ROAD 107,,PROCTORVILLE,OH,456698867,7404514000
O20230906000288,AR,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1528841079,N,041035,2567370620,ARCARE,ARCARE37,02/06/1986,AR,CORPORATION,,N,105 N 1ST ST,,AUGUSTA,AR,720062307,8703016185
O20230907003063,NJ,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1396485074,N,311008,7911810916,"ATLANTICARE HEALTH SERVICES, INC.",,,,CORPORATION,,N,1400 N ALBANY AVE,STE G201,ATLANTIC CITY,NJ,084011208,6093458336
O20230911000692,AR,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1831879824,N,041039,3870401722,"BOSTON MOUNTAIN RURAL HEALTH CENTER, INC",,03/14/1997,AR,CORPORATION,,N,130 4TH ST,,QUITMAN,AR,721319289,8886023647
O20230911001899,WI,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1487878328,N,521017,5890912539,"N.E.W. COMMUNITY CLINIC, LTD.",,07/21/1971,WI,CORPORATION,,N,610 N BROADWAY,,GREEN BAY,WI,543033426,9204377206
O20230911003863,ID,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1699340851,N,131038,7012815038,FAMILY HEALTH SERVICES CORPORATION,,02/22/1982,ID,CORPORATION,,N,885 CENTER ST W,RM 123,KIMBERLY,ID,833415013,2084235181
O20230912000327,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1962098640,N,A01191,1052550365,VIA CARE COMMUNITY HEALTH CENTER,,01/01/2020,CA,CORPORATION,,N,4476 TWEEDY BLVD,STE B,SOUTH GATE,CA,902806359,3232689191
O20230912000407,MO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1669844130,N,261118,1951206754,COMPASS HEALTH INC,,11/26/1974,MO,CORPORATION,,N,849 JEFFCO BLVD,,ARNOLD,MO,630101409,8448538937
O20230912001261,MO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1548738719,N,261946,1951206754,COMPASS HEALTH INC,,11/26/1974,MO,CORPORATION,,N,200 SENN TOMAS DR,,HERCULANEUM,MO,630481033,6364666452
O20230912003191,MO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1538588165,N,261093,1951206754,COMPASS HEALTH INC,,11/26/1974,MO,CORPORATION,,N,110 N MILL ST,,FESTUS,MO,630281816,8448538937
O20230913000503,MO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1568128148,N,791170,1951206754,COMPASS HEALTH INC,,11/26/1974,MO,CORPORATION,,N,501 WESTWIND DR,,FESTUS,MO,630281537,8448538937
O20230913001210,AR,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1316639149,N,041037,0042262495,"ST. FRANCIS HOUSE NWA, INC.",COMMUNITY CLINIC FAYETTEVILLE HIGH SCHOOL,01/01/1990,AR,CORPORATION,,N,235 S BUCHANAN AVE,STE 1,FAYETTEVILLE,AR,72701,4797517417
O20230913001261,MS,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1396439899,N,251155,2567370620,ARCARE,MISSISSIPPICARE126,02/06/1986,AR,CORPORATION,,N,232 STARLYN AVE,,NEW ALBANY,MS,386522428,6624865122
O20230913001704,NJ,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1457089252,N,311009,7911810916,"ATLANTICARE HEALTH SERVICES, INC.",,,,CORPORATION,,N,7 S OHIO AVE,STE 3100,ATLANTIC CITY,NJ,084016711,6095728686
O20230913002182,LA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1699495002,N,191146,3678484276,ACCESS HEALTH LOUISIANA,JENA JR HIGH SBHC,03/01/2002,LA,OTHER,FQHC,N,610 E SOUTHERN AVE,,JENA,LA,713424507,5045753712
O20230914000637,VA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1558041244,N,491011,4880502707,SOUTHWEST VIRGINIA COMMUNITY HEALTH SYSTEMS INC,JOHN BATTLE HIGH SCHOOL,08/07/2001,VA,CORPORATION,,N,21264 BATTLE HILL DR,,BRISTOL,VA,242024340,2766425300
O20230914000895,WA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1558052563,N,501032,6709786585,YAKIMA NEIGHBORHOOD HEALTH SERVICES,,04/03/1976,WA,CORPORATION,,N,9 S 6TH ST,,YAKIMA,WA,989012963,5098532370
O20230914000942,MO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1477800340,N,261062,1951206754,COMPASS HEALTH INC,,11/26/1974,MO,CORPORATION,,N,4 HICKORY RIDGE RD,STE 600,HILLSBORO,MO,630505117,8448538937
O20230914001635,MO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1891040077,N,261063,1951206754,COMPASS HEALTH INC,,11/26/1974,MO,CORPORATION,,N,324 EMERSON RD,,HIGH RIDGE,MO,630492542,6364666452
O20230914003124,ID,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1851531388,N,131039,4082527353,COMMUNITY HEALTH CLINICS INC,TERRY REILLY HEALTH SERVICES,09/07/1973,ID,CORPORATION,,N,156 MCCLURE AVE,,NAMPA,ID,836512025,2087795243
O20230915001367,PR,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1023730504,N,401001,3870629579,HPM FOUNDATION INC,,03/14/2012,PR,CORPORATION,,N,1400 CALLE DOVER,,SAN JUAN,PR,009205020,7872684171
O20230915001941,MO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1801215504,N,261083,1951206754,COMPASS HEALTH INC,,11/26/1974,MO,CORPORATION,,N,21 MUNICIPAL DR,,ARNOLD,MO,630101012,8448538937
O20230915002330,MO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1982023529,N,261095,1951206754,COMPASS HEALTH INC,,11/26/1974,MO,CORPORATION,,N,4300 GRAVOIS RD,,HOUSE SPRINGS,MO,630512304,8448538937
O20230918002013,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1366456287,N,691189,3476574229,"PANCARE OF FLORIDA, INC",PANCARE HEALTH GCSC,03/17/2003,FL,CORPORATION,,N,5230 W US HIGHWAY 98,BLDG ROSENWALD,PANAMA CITY,FL,324011041,8508733535
O20230918003429,ID,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1568037729,N,131037,7012815038,FAMILY HEALTH SERVICES CORPORATION,,02/22/1982,ID,CORPORATION,,N,525 CENTER ST W,RM 402,KIMBERLY,ID,833411719,20873412816839
